      xC  |      f(xC)
 0.951539  |     0.002608
 0.989654  |     0.000147
 1.027768  |     0.001829
 1.020803  |     0.000484
 1.006970  |     0.000049
 0.993112  |     0.000141
 0.996589  |     0.000020
 1.000910  |     0.000005
 0.999689  |     0.000005
 0.996565  |     0.000016
 0.999518  |     0.000001
 1.001270  |     0.000002
 1.000231  |     0.000000
 1.000001  |     0.000001
 0.999654  |     0.000000
       xC  |        f(xC)
 0.500000  |  9506.500000
 0.500000  |  9506.500000
-1.875000  |   862.000977
-1.875000  |   862.000977
-0.984375  |    79.096823
-1.058594  |   723.611170
-1.058594  |   723.611170
 0.565918  |   114.056389
-0.213379  |    75.262185
-0.779297  |   112.172771
-0.565918  |    20.647700
 0.282959  |    21.078457
-0.106689  |    20.662973
-0.106689  |    20.662973
 0.114807  |     1.537331
 0.114807  |     1.537331
 0.016380  |     1.693151
 0.061499  |     0.917796
 0.061499  |     0.917796
 0.088656  |     0.836553
 0.115813  |     0.782300
 0.148358  |     0.791382
 0.139324  |     0.756241
 0.178236  |     0.693750
 0.217149  |     0.644387
 0.237993  |     0.583469
 0.271694  |     0.538167
 0.330526  |     0.482146
 0.355655  |     0.431936
 0.380785  |     0.391042
 0.405915  |     0.356268
 0.431044  |     0.325375
 0.489876  |     0.365580
 0.479307  |     0.303782
 0.476020  |     0.275255
 0.501971  |     0.249973
 0.563563  |     0.194873
 0.659179  |     0.154287
 0.641734  |     0.130863
 0.682217  |     0.100988
 0.740147  |     0.092931
 0.741545  |     0.072407
 0.802970  |     0.047721
 0.789012  |     0.044517
 0.809256  |     0.038550
 0.873823  |     0.016024
 0.918236  |     0.009174
 0.918236  |     0.009174
 0.908671  |     0.008705
 0.912773  |     0.007776
 0.926440  |     0.005560
 0.936005  |     0.004579
 0.941472  |     0.003500
 0.964706  |     0.001552
 0.980082  |     0.001006
 0.995117  |     0.000521
 0.994776  |     0.000091
 0.998365  |     0.000004
 1.008744  |     0.000095
 1.002754  |     0.000011
 0.998528  |     0.000023
 1.000467  |     0.000007
 0.999770  |     0.000000
 0.999633  |     0.000003
 1.001053  |     0.000001
 1.000057  |     0.000000
       xC  |         f(xC)
 0.500000  |  10506.500000
 0.500000  |  10506.500000
-2.000000  |    765.250000
-2.000000  |    765.250000
-1.062500  |     64.680237
-1.140625  |    720.432158
-0.691406  |    257.015560
 0.595703  |    130.350421
-0.224609  |     82.805789
-0.820312  |    116.814574
-0.595703  |     21.145701
 0.297852  |     23.704398
-0.112305  |     22.716913
-0.233154  |     26.443523
-0.120850  |      1.652071
-0.120850  |      1.652071
-0.120850  |      1.652071
-0.038834  |      1.152642
-0.038834  |      1.152642
-0.044775  |      1.097600
-0.030611  |      1.074905
 0.014164  |      1.013218
 0.082468  |      0.868415
 0.177841  |      0.698728
 0.139833  |      0.751138
 0.171565  |      0.686342
 0.263800  |      0.549387
 0.356035  |      0.527593
 0.324303  |      0.467957
 0.343484  |      0.431020
 0.429443  |      0.374959
 0.427134  |      0.334792
 0.507320  |      0.249640
 0.484964  |      0.270596
 0.507644  |      0.242415
 0.553649  |      0.199371
 0.634321  |      0.142429
 0.637479  |      0.132218
 0.726047  |      0.084220
 0.726047  |      0.084220
 0.724989  |      0.077246
 0.775061  |      0.050686
 0.825132  |      0.030657
 0.907880  |      0.012567
 0.902472  |      0.009714
 0.950427  |      0.002503
 0.950427  |      0.002503
 0.978460  |      0.006633
 0.958787  |      0.002857
 0.939115  |      0.003714
 0.954607  |      0.002242
 0.977233  |      0.000742
 0.984366  |      0.000257
 0.997769  |      0.000219
 0.993373  |      0.000058
 1.002596  |      0.000007
 0.994688  |      0.000071
 0.996008  |      0.000016
 0.998972  |      0.000004
 1.001855  |      0.000003
 1.000160  |      0.000000
 0.999144  |      0.000003
 1.000076  |      0.000000
 0.999037  |      0.000001
       xC  |            f(xC)
20.000000  |  14402386.000000
19.000000  |  11543330.250000
17.500000  |   8044586.312500
14.750000  |   3715445.312500
10.375000  |    623941.040039
 2.687500  |     76900.737366
-5.000000  |     26442.250000
-5.000000  |     26442.250000
-1.062500  |        11.103577
 0.296875  |         0.498110
 0.296875  |         0.498110
-0.148438  |         1.716430
-0.376953  |         4.951534
-0.168457  |         1.457332
 0.084229  |         0.971515
 0.084229  |         0.971515
 0.005524  |         1.034066
 0.043495  |         0.927569
 0.057131  |         0.890883
 0.129191  |         0.834827
 0.124812  |         0.790868
 0.185924  |         0.694259
 0.220112  |         0.641084
 0.259004  |         0.549076
 0.297895  |         0.515970
 0.405164  |         0.355111
 0.480701  |         0.288832
 0.480701  |         0.288832
 0.507131  |         0.264097
 0.538458  |         0.214142
 0.569784  |         0.188559
 0.653972  |         0.120300
 0.664251  |         0.114614
 0.774137  |         0.057878
 0.774137  |         0.057878
 0.778125  |         0.050555
 0.855621  |         0.034257
 0.840235  |         0.027394
 0.871384  |         0.017866
 0.883112  |         0.014033
 0.894839  |         0.011082
 0.921954  |         0.013521
 0.917192  |         0.008232
 0.912431  |         0.007802
 0.923608  |         0.005888
 0.946788  |         0.003006
 0.981833  |         0.001201
 0.973623  |         0.000703
 0.982885  |         0.000522
 0.981096  |         0.000369
 0.992461  |         0.000091
 1.005616  |         0.000032
 0.996197  |         0.000017
 1.000420  |         0.000001
 1.002935  |         0.000025
 0.998937  |         0.000004
 1.000678  |         0.000001
 1.000334  |         0.000003
 1.000071  |         0.000000
 1.000309  |         0.000001
 0.999260  |         0.000001
       xC  |            f(xC)
20.000000  |  14364461.000000
18.000000  |   9090514.000000
15.000000  |   3990202.250000
 9.500000  |    367611.312500
 4.000000  |     32409.000000
-0.500000  |    128703.812500
-0.500000  |        78.812500
-0.500000  |        78.812500
 0.375000  |         0.415039
 0.375000  |         0.415039
 0.375000  |         0.415039
 0.375000  |         0.415039
 0.144531  |         2.236507
 0.223633  |         1.012372
 0.319092  |         0.530857
 0.319092  |         0.530857
 0.462952  |         0.290446
 0.462952  |         0.290446
 0.421104  |         0.370471
 0.422407  |         0.333653
 0.442354  |         0.311888
 0.493523  |         0.272901
 0.500677  |         0.256167
 0.569732  |         0.229376
 0.559623  |         0.211534
 0.603404  |         0.172063
 0.647185  |         0.146610
 0.670748  |         0.108551
 0.708638  |         0.100811
 0.696778  |         0.094983
 0.725116  |         0.076123
 0.765315  |         0.063694
 0.766470  |         0.057010
 0.809555  |         0.038463
 0.852639  |         0.028284
 0.868540  |         0.019434
 0.884441  |         0.013636
 0.927526  |         0.018601
 0.917909  |         0.009022
 0.908292  |         0.008739
 0.925026  |         0.005628
 0.957244  |         0.001840
 1.005154  |         0.000610
 0.992343  |         0.000640
 1.005666  |         0.000038
 0.988244  |         0.000146
 0.994649  |         0.000154
 0.998556  |         0.000004
 1.004689  |         0.000022
 1.001483  |         0.000009
 1.001101  |         0.000004
 1.000726  |         0.000001
 0.998461  |         0.000003
 0.999687  |         0.000000
 1.000513  |         0.000000
 1.000082  |         0.000001
       xC  |            f(xC)
20.000000  |  14326586.000000
17.000000  |   7036012.250000
12.500000  |   1648146.312500
 4.250000  |     26824.625000
-4.000000  |     62525.000000
-1.000000  |    154060.250000
-0.750000  |       129.625000
 0.562500  |         0.864319
-0.281250  |         5.494541
-0.656250  |        11.498753
-0.304688  |         1.793488
-0.304688  |         1.793488
-0.304688  |         1.793488
-0.215332  |         2.443035
 0.089355  |         0.847829
 0.089355  |         0.847829
 0.089355  |         0.847829
 0.166534  |         0.709198
 0.130989  |         0.762182
 0.160692  |         0.704501
 0.247127  |         0.576361
 0.333561  |         0.557579
 0.303858  |         0.504906
 0.321877  |         0.465226
 0.402469  |         0.447542
 0.400339  |         0.396038
 0.422590  |         0.336333
 0.452532  |         0.299805
 0.527801  |         0.248165
 0.527801  |         0.248165
 0.527698  |         0.235799
 0.572560  |         0.197957
 0.617422  |         0.176788
 0.632239  |         0.154530
 0.647055  |         0.136166
 0.661872  |         0.120876
 0.676688  |         0.107954
 0.691505  |         0.096811
 0.706321  |         0.086971
 0.751183  |         0.101052
 0.739865  |         0.078696
 0.730295  |         0.073775
 0.747504  |         0.063755
 0.781600  |         0.049544
 0.815696  |         0.045766
 0.849149  |         0.035999
 0.864910  |         0.018257
 0.894422  |         0.015649
 0.884752  |         0.013716
 0.905097  |         0.009476
 0.960291  |         0.001613
 0.966837  |         0.001674
 1.012362  |         0.000154
 1.012362  |         0.000154
 0.998526  |         0.000002
 0.999976  |         0.000339
 1.005806  |         0.000054
 1.000709  |         0.000033
 0.997798  |         0.000010
 1.000528  |         0.000002
 0.999755  |         0.000002
 0.997786  |         0.000006
 0.999649  |         0.000001
 1.000754  |         0.000001
 1.000098  |         0.000000
       xC  |            f(xC)
20.000000  |  14288761.000000
16.000000  |   5336325.000000
10.000000  |    483106.000000
 4.000000  |     40009.000000
 2.000000  |    133226.000000
 7.000000  |      6042.250000
-0.500000  |       828.812500
 1.125000  |         8.829102
 1.125000  |         8.829102
 0.296875  |       112.091738
-0.339844  |         8.478940
-0.339844  |         8.478940
-0.339844  |         8.478940
-0.228271  |         1.531797
-0.228271  |         1.531797
-0.228271  |         1.531797
-0.057709  |         1.418614
-0.128563  |         1.275482
-0.060995  |         1.184441
-0.079530  |         1.165496
-0.018535  |         1.102152
 0.131258  |         0.766607
 0.238969  |         0.622285
 0.238969  |         0.622285
 0.220871  |         0.611972
 0.244418  |         0.571284
 0.318658  |         0.470837
 0.369814  |         0.430266
 0.399132  |         0.397810
 0.421271  |         0.342251
 0.443410  |         0.309909
 0.524186  |         0.229058
 0.578684  |         0.196311
 0.607393  |         0.173432
 0.624665  |         0.141290
 0.644310  |         0.127854
 0.720185  |         0.078302
 0.770994  |         0.058358
 0.770994  |         0.058358
 0.796906  |         0.050990
 0.810876  |         0.037826
 0.824846  |         0.030696
 0.890639  |         0.017999
 0.888161  |         0.012811
 0.947758  |         0.003311
 0.930380  |         0.007021
 0.947554  |         0.002892
 0.981493  |         0.000352
 1.015432  |         0.001923
 1.011037  |         0.000184
 1.006641  |         0.000667
 1.004648  |         0.000046
 0.992572  |         0.000063
 0.997936  |         0.000022
 1.001299  |         0.000008
 0.996095  |         0.000016
 0.998316  |         0.000005
 0.999252  |         0.000002
 0.999232  |         0.000001
 1.001025  |         0.000002
 1.000134  |         0.000000
 1.000371  |         0.000001
       xC  |            f(xC)
20.000000  |  14250986.000000
15.000000  |   3950352.250000
 7.500000  |     53518.812500
 0.000000  |    160001.000000
 0.000000  |    160001.000000
 5.000000  |     12672.250000
 0.000000  |       157.250000
 0.000000  |       157.250000
-0.625000  |        52.079102
-0.625000  |        32.547852
-0.625000  |        32.547852
-0.390625  |         3.394301
 0.195312  |         3.705324
-0.009766  |         2.755184
-0.009766  |         2.755184
 0.095215  |         1.016361
 0.095215  |         1.016361
 0.033264  |         0.969090
 0.089188  |         0.829689
 0.189705  |         0.804113
 0.197840  |         0.681671
 0.248971  |         0.564528
 0.314046  |         0.520942
 0.295453  |         0.503925
 0.369826  |         0.401161
 0.407012  |         0.353410
 0.444198  |         0.311254
 0.481385  |         0.275725
 0.499979  |         0.289304
 0.532517  |         0.221771
 0.588296  |         0.169500
 0.683587  |         0.130209
 0.683006  |         0.103165
 0.776845  |         0.059489
 0.752804  |         0.063836
 0.778461  |         0.049959
 0.833006  |         0.037653
 0.841037  |         0.029062
 0.815380  |         0.036833
 0.826201  |         0.030366
 0.834929  |         0.027249
 0.867569  |         0.020202
 0.868137  |         0.018335
 0.902197  |         0.012291
 0.894250  |         0.011765
 0.906360  |         0.008823
 0.942502  |         0.004465
 0.945577  |         0.003276
 0.989406  |         0.001577
 0.981524  |         0.000579
 1.000233  |         0.000125
 0.984967  |         0.000251
 0.994446  |         0.000031
 1.003925  |         0.000079
 1.004724  |         0.000023
 0.999385  |         0.000004
 1.001743  |         0.000004
 0.999663  |         0.000000
 1.001847  |         0.000007
 1.001249  |         0.000002
 1.000636  |         0.000001
 1.000782  |         0.000001
 1.000138  |         0.000000
       xC  |            f(xC)
20.000000  |  14213261.000000
14.000000  |   2839394.000000
 8.000000  |    102449.000000
 2.000000  |    105626.000000
-4.000000  |     62525.000000
 0.000000  |       226.000000
 0.000000  |       226.000000
 0.000000  |       226.000000
-0.375000  |        51.329102
-0.375000  |        65.391602
-0.281250  |         3.228611
-0.281250  |         3.228611
-0.199219  |         4.574877
-0.190430  |         1.420150
-0.190430  |         1.420150
-0.121216  |         1.517649
 0.069214  |         0.957462
 0.069214  |         0.957462
 0.073563  |         0.858286
 0.126560  |         0.769703
 0.200123  |         0.650531
 0.203090  |         0.635068
 0.284070  |         0.515704
 0.332297  |         0.459542
 0.402834  |         0.370831
 0.500001  |         0.292974
 0.458431  |         0.293829
 0.491946  |         0.266935
 0.542868  |         0.231682
 0.594437  |         0.174338
 0.646007  |         0.135521
 0.595086  |         0.167653
 0.624898  |         0.140702
 0.678319  |         0.115422
 0.682370  |         0.102714
 0.745918  |         0.067990
 0.734082  |         0.070947
 0.760666  |         0.063281
 0.831588  |         0.028728
 0.881820  |         0.018026
 0.881820  |         0.018026
 0.872582  |         0.016821
 0.881435  |         0.014209
 0.912999  |         0.007745
 0.944563  |         0.003105
 0.976126  |         0.002554
 0.977089  |         0.000705
 0.999414  |         0.000097
 0.988973  |         0.000285
 0.997045  |         0.000022
 1.005116  |         0.000071
 0.998230  |         0.000013
 1.005060  |         0.000033
 1.003381  |         0.000023
 1.001225  |         0.000004
 1.000607  |         0.000000
 0.999073  |         0.000005
 1.000533  |         0.000002
 1.000205  |         0.000001
 1.000741  |         0.000001
       xC  |            f(xC)
20.000000  |  14175586.000000
13.000000  |   1967150.250000
 6.000000  |       425.000000
 6.000000  |       425.000000
 6.000000  |       425.000000
 6.000000  |       425.000000
 6.000000  |       425.000000
 5.781250  |       616.524998
 5.945312  |        24.460873
 5.945312  |        24.460873
 5.924805  |       162.662943
 5.878662  |        35.089944
 5.862854  |        28.150187
 5.862854  |        28.150187
 5.883629  |        24.203286
 5.904404  |        24.907533
 5.882801  |        23.845916
 5.854556  |        23.567959
 5.800560  |        23.045406
 5.746563  |        22.531068
 5.641063  |        21.539772
 5.535563  |        20.594726
 5.332044  |        18.834265
 5.029258  |        18.986137
 5.109942  |        17.155983
 5.015662  |        16.271211
 5.123314  |        17.165183
 5.089715  |        16.779984
 5.061088  |        16.508295
 4.955923  |        16.081465
 4.953587  |        15.840983
 4.842584  |        15.300217
 4.868000  |        15.159425
 4.827885  |        14.751546
 4.709532  |        14.217379
 4.699006  |        13.965694
 4.554336  |        13.463230
 4.579977  |        13.249551
 4.499410  |        12.632573
 4.418843  |        12.200087
 4.389558  |        11.539535
 4.345619  |        11.194138
 4.147873  |        10.344104
 4.153371  |        10.107484
 3.969369  |        10.036862
 4.020867  |         9.481467
 3.965611  |         8.869067
 3.910355  |         8.470254
 3.856351  |         8.165464
 3.750850  |         8.461788
 3.817101  |         8.136970
 3.853289  |         8.165931
 3.829210  |         8.092187
 3.781261  |         7.876048
 3.709407  |         7.592068
 3.727510  |         7.531471
 3.703744  |         7.333130
 3.629059  |         6.959588
 3.554373  |         6.682246
 3.497790  |         6.403839
 3.421967  |         6.015512
 3.346144  |         5.737154
 3.306527  |         5.320246
 3.240608  |         5.152311
 3.261471  |         5.128948
 3.213086  |         4.898184
 3.085022  |         4.433059
 3.068654  |         4.312231
 2.961453  |         4.094989
 2.961453  |         4.094989
 2.978023  |         4.032704
 2.961755  |         3.872962
 2.920883  |         3.694426
 2.880012  |         3.601628
 2.773264  |         3.147167
 2.666515  |         2.924049
 2.724057  |         2.974895
 2.685068  |         2.880899
 2.644197  |         2.745496
 2.581949  |         2.535115
 2.519700  |         2.363843
 2.453687  |         2.113384
 2.387673  |         1.939855
 2.282671  |         1.736716
 2.285662  |         1.658367
 2.188137  |         1.426811
 2.215509  |         1.497057
 2.187850  |         1.411101
 2.090181  |         1.214998
 1.992513  |         1.262875
 2.020172  |         1.124683
 2.047544  |         1.101610
 2.012468  |         1.025394
 1.945593  |         0.895404
 1.878718  |         0.803751
 1.818399  |         0.695140
 1.731199  |         0.553465
 1.759555  |         0.593713
 1.733207  |         0.537791
 1.647011  |         0.419851
 1.506550  |         0.376816
 1.519332  |         0.289971
 1.500206  |         0.268585
 1.428390  |         0.186991
 1.428390  |         0.186991
 1.364965  |         0.158903
 1.328276  |         0.126759
 1.355011  |         0.128761
 1.314127  |         0.099862
 1.277437  |         0.079396
 1.224502  |         0.054902
 1.241931  |         0.061122
 1.225846  |         0.051024
 1.196365  |         0.038565
 1.145446  |         0.021224
 1.094527  |         0.013315
 1.124008  |         0.015442
 1.105919  |         0.011884
 1.076781  |         0.005982
 1.047642  |         0.003021
 1.013810  |         0.001562
 1.038011  |         0.001451
 1.022207  |         0.000521
 1.006404  |         0.000105
 0.995538  |         0.000533
 1.004922  |         0.000071
 1.008009  |         0.000082
 1.004089  |         0.000017
 0.994582  |         0.000034
 1.000315  |         0.000006
 0.998809  |         0.000004
 1.000392  |         0.000000
 0.998298  |         0.000005
 0.999077  |         0.000001
 0.999540  |         0.000000
 1.000676  |         0.000000
       xC  |            f(xC)
20.000000  |  14137961.000000
12.000000  |   1299721.000000
 4.000000  |     40009.000000
 4.000000  |     40009.000000
 0.000000  |       401.000000
 0.000000  |       401.000000
-0.500000  |       102.250000
-0.500000  |       102.250000
-0.375000  |         6.016602
-0.375000  |         6.016602
-0.265625  |         6.376288
-0.265625  |         6.376288
-0.253906  |         1.627284
-0.196289  |         2.782648
-0.176025  |         1.462668
-0.176025  |         1.462668
-0.033875  |         1.185430
-0.096481  |         1.216782
-0.041058  |         1.100292
 0.017447  |         1.002847
 0.108286  |         0.827483
 0.235821  |         0.693920
 0.186490  |         0.661820
 0.228300  |         0.627780
 0.269282  |         0.578016
 0.329927  |         0.467958
 0.413787  |         0.349805
 0.457968  |         0.295881
 0.528740  |         0.223394
 0.599513  |         0.160706
 0.723469  |         0.090349
 0.728074  |         0.085517
 0.816852  |         0.050071
 0.771312  |         0.059103
 0.779243  |         0.053268
 0.783528  |         0.046886
 0.835177  |         0.027195
 0.866734  |         0.017965
 0.916908  |         0.009059
 0.935921  |         0.004385
 0.935921  |         0.004385
 0.965541  |         0.003609
 0.965541  |         0.003609
 0.961949  |         0.002788
 0.975403  |         0.001064
 0.988856  |         0.000221
 1.002310  |         0.000009
 0.995354  |         0.000153
 0.993844  |         0.000043
 0.998455  |         0.000005
 1.003595  |         0.000023
 0.999873  |         0.000002
 1.002400  |         0.000007
 1.000726  |         0.000001
 0.999053  |         0.000001
 1.000299  |         0.000000
 0.999381  |         0.000001
       xC  |            f(xC)
20.000000  |  14100386.000000
11.000000  |    805606.250000
 2.000000  |    115601.000000
-2.500000  |    100818.500000
-7.000000  |     12164.000000
 0.000000  |       507.250000
-1.125000  |        22.313477
-1.125000  |        22.313477
-0.703125  |         2.901118
-0.738281  |        20.807888
-0.738281  |        20.807888
-0.536133  |         6.373900
-0.536133  |         6.373900
-0.032959  |         2.474549
-0.276306  |         3.537858
-0.085556  |         1.193981
-0.085556  |         1.193981
-0.085556  |         1.193981
-0.071969  |         1.186680
 0.013587  |         1.060187
 0.085556  |         0.836679
 0.142930  |         0.803590
 0.121288  |         0.784282
 0.149471  |         0.724030
 0.238298  |         0.616165
 0.244273  |         0.581536
 0.348040  |         0.485397
 0.328074  |         0.464019
 0.381926  |         0.382719
 0.435778  |         0.318347
 0.489630  |         0.261358
 0.514388  |         0.235853
 0.539147  |         0.212419
 0.572575  |         0.244003
 0.574430  |         0.196405
 0.589590  |         0.171339
 0.610559  |         0.151856
 0.678140  |         0.108620
 0.745721  |         0.112752
 0.724753  |         0.084768
 0.741850  |         0.068976
 0.758946  |         0.058164
 0.777011  |         0.049982
 0.815075  |         0.054025
 0.791527  |         0.048411
 0.799188  |         0.044876
 0.794793  |         0.042154
 0.803553  |         0.038684
 0.821058  |         0.032398
 0.838563  |         0.027855
 0.873588  |         0.015993
 0.908613  |         0.011911
 0.891098  |         0.012054
 0.904231  |         0.010513
 0.921736  |         0.007959
 0.937045  |         0.004370
 0.952354  |         0.002275
 0.980797  |         0.001376
 0.978057  |         0.000543
 0.993366  |         0.000050
 0.983657  |         0.000453
 0.983285  |         0.000280
 0.988419  |         0.000139
 0.995016  |         0.000041
 0.995568  |         0.000020
 1.000702  |         0.000007
 0.997997  |         0.000004
 0.999888  |         0.000001
 1.001030  |         0.000003
 1.001118  |         0.000001
 1.000481  |         0.000000
 0.999843  |         0.000000
 1.000360  |         0.000000
       xC  |            f(xC)
20.000000  |  14062861.000000
10.000000  |    455706.000000
 0.000000  |    160001.000000
 0.000000  |    160001.000000
-2.500000  |    105637.250000
-5.000000  |     15661.000000
-5.000000  |     15661.000000
-5.625000  |      1392.157227
-6.093750  |       539.577671
-5.898438  |       174.466994
-6.083984  |       159.006577
-6.032715  |        50.260209
-6.112671  |       103.423665
-5.969696  |        52.266739
-5.826721  |        55.711968
-5.932541  |        48.125467
-5.932541  |        48.125467
-5.886393  |        47.424505
-5.859659  |        47.110371
-5.863954  |        47.536595
-5.857709  |        47.091004
-5.840145  |        46.854079
-5.828146  |        46.626054
-5.780582  |        46.094679
-5.701383  |        45.507602
-5.705474  |        45.174723
-5.636502  |        44.086502
-5.507326  |        42.391217
-5.304793  |        40.185321
-5.337890  |        40.175029
-5.246997  |        39.038852
-5.123008  |        37.796180
-5.116833  |        37.466019
-4.977407  |        35.922441
-4.894016  |        35.154547
-4.770259  |        33.726007
-4.598963  |        32.214469
-4.670468  |        32.198353
-4.638450  |        31.806535
-4.486897  |        30.106666
-4.335345  |        28.862056
-4.303326  |        28.389290
-4.271308  |        27.962042
-4.239289  |        27.568616
-4.207270  |        27.199838
-4.116908  |        27.625763
-4.138075  |        26.918052
-4.153817  |        26.561878
-4.117863  |        26.227920
-4.043719  |        25.439139
-3.969575  |        24.701011
-3.823524  |        23.801193
-3.785893  |        23.384173
-3.748262  |        23.010831
-3.858173  |        23.602202
-3.774995  |        22.879490
-3.691816  |        22.530091
-3.705182  |        22.390427
-3.655419  |        21.896338
-3.605656  |        21.455283
-3.531629  |        20.749099
-3.457601  |        20.162267
-3.386042  |        19.247779
-3.314483  |        18.669476
-3.094868  |        17.195516
-3.078213  |        16.749942
-2.909595  |        16.678017
-2.981412  |        16.084902
-2.964756  |        15.763632
-2.823720  |        15.385978
-2.842323  |        14.956847
-2.747795  |        14.114085
-2.653267  |        13.414442
-2.508122  |        12.388636
-2.537703  |        12.662932
-2.501187  |        12.263258
-2.352575  |        11.291912
-2.203962  |        11.203976
-2.240479  |        10.692474
-2.190092  |        10.293468
-2.139706  |         9.945557
-2.089319  |         9.634905
-2.038933  |         9.363148
-2.068514  |         9.763643
-2.010733  |         9.137399
-1.895399  |         8.475736
-1.866911  |         8.227245
-1.680358  |         7.667892
-1.698508  |         7.411928
-1.557330  |         6.920389
-1.610775  |         6.838244
-1.580269  |         6.658166
-1.450561  |         6.055519
-1.364730  |         5.853660
-1.364730  |         5.853660
-1.323255  |         5.722310
-1.305400  |         5.423561
-1.287546  |         5.242049
-1.186742  |         4.813198
-1.085938  |         4.564178
-1.028531  |         4.284397
-1.064921  |         4.394762
-0.998416  |         4.028341
-0.866452  |         3.521501
-0.835029  |         3.367439
-0.705157  |         3.012285
-0.705157  |         3.012285
-0.717986  |         2.968052
-0.686564  |         2.844793
-0.604476  |         2.607861
-0.522388  |         2.551685
-0.566639  |         2.521158
-0.565198  |         2.468306
-0.517344  |         2.305856
-0.430573  |         2.060256
-0.291480  |         1.857978
-0.308381  |         1.756809
-0.211540  |         1.515510
-0.252651  |         1.571036
-0.219381  |         1.492220
-0.126461  |         1.298468
-0.033541  |         1.264904
-0.066811  |         1.179398
-0.049223  |         1.110509
 0.035856  |         1.037110
 0.032173  |         0.969260
 0.108046  |         0.823009
 0.183918  |         0.736681
 0.204299  |         0.645532
 0.233457  |         0.596016
 0.309330  |         0.623242
 0.293263  |         0.555090
 0.283741  |         0.514096
 0.315280  |         0.481277
 0.350984  |         0.431996
 0.406623  |         0.360049
 0.462261  |         0.307785
 0.526230  |         0.228260
 0.590199  |         0.172656
 0.534560  |         0.231265
 0.568405  |         0.188507
 0.631221  |         0.144818
 0.639617  |         0.130642
 0.723422  |         0.092177
 0.710866  |         0.084713
 0.749996  |         0.063187
 0.778977  |         0.061777
 0.776806  |         0.053087
 0.800359  |         0.040121
 0.844987  |         0.024122
 0.914406  |         0.008606
 0.902007  |         0.013012
 0.918744  |         0.006659
 0.960890  |         0.002527
 0.935633  |         0.004198
 0.950392  |         0.002480
 0.976791  |         0.000947
 0.978712  |         0.000480
 0.993353  |         0.000148
 1.003373  |         0.000013
 1.003373  |         0.000013
 0.998460  |         0.000002
 1.002047  |         0.000019
 1.001813  |         0.000004
 1.000195  |         0.000002
 0.998865  |         0.000001
 0.999689  |         0.000000
 1.000324  |         0.000000
       xC  |            f(xC)
20.000000  |  14025386.000000
 9.000000  |    223320.250000
-2.000000  |    144409.000000
-2.000000  |    144409.000000
 0.750000  |    139222.328125
 4.875000  |      2689.844727
 4.875000  |      2689.844727
 4.703125  |       693.450709
 5.777344  |     23532.233987
 4.885742  |       867.618184
 4.335205  |      2019.078822
 4.511780  |        90.756535
 4.688354  |       782.131421
 4.501373  |        94.779284
 4.314392  |        89.396591
 4.314392  |        89.396591
 4.278893  |        29.090289
 4.243393  |        10.619061
 4.243393  |        10.619061
 4.243393  |        10.619061
 4.173810  |        10.074589
 4.042218  |         9.964640
 4.055827  |         9.441950
 3.958257  |         8.755215
 3.860687  |         8.183571
 3.707142  |         7.340342
 3.612782  |         6.858095
 3.436065  |         5.982424
 3.259349  |         5.236959
 3.353709  |         5.594773
 3.288941  |         5.240739
 3.156612  |         4.764335
 3.119341  |         4.499181
 2.893836  |         4.015854
 2.912942  |         3.763012
 2.879170  |         3.533825
 2.762750  |         3.338263
 2.762750  |         3.338263
 2.768860  |         3.235823
 2.679932  |         2.958481
 2.630094  |         2.825372
 2.572930  |         2.531846
 2.515766  |         2.316001
 2.430261  |         2.225931
 2.430140  |         2.114556
 2.344334  |         1.894418
 2.365665  |         1.877620
 2.336902  |         1.792431
 2.247380  |         1.559103
 2.157858  |         1.354959
 2.089667  |         1.211361
 1.998046  |         1.041552
 2.042282  |         1.105450
 2.008580  |         1.017702
 1.922227  |         0.865862
 1.786379  |         0.848627
 1.807708  |         0.690675
 1.725182  |         0.528118
 1.642656  |         0.414230
 1.519333  |         0.271897
 1.551093  |         0.492467
 1.517306  |         0.312745
 1.483518  |         0.234838
 1.446690  |         0.206686
 1.320832  |         0.112240
 1.320832  |         0.112240
 1.295386  |         0.093635
 1.233456  |         0.107260
 1.267181  |         0.083630
 1.261509  |         0.079082
 1.255838  |         0.074828
 1.250166  |         0.070842
 1.244495  |         0.067101
 1.238823  |         0.063584
 1.233151  |         0.060273
 1.257525  |         0.066328
 1.241085  |         0.059135
 1.213588  |         0.054345
 1.214791  |         0.051709
 1.190301  |         0.046680
 1.197626  |         0.044697
 1.191449  |         0.038165
 1.175240  |         0.030743
 1.159032  |         0.027336
 1.115053  |         0.013596
 1.071075  |         0.007168
 1.094991  |         0.009076
 1.078981  |         0.006465
 1.062773  |         0.003987
 1.046564  |         0.002183
 1.030356  |         0.000959
 1.005944  |         0.000038
 1.011849  |         0.001281
 1.019626  |         0.000423
 1.010841  |         0.000207
 1.004312  |         0.000049
 1.000988  |         0.000011
 1.001285  |         0.000011
 0.999697  |         0.000000
 1.003618  |         0.000015
 1.001471  |         0.000004
 1.001121  |         0.000001
 0.999222  |         0.000001
 0.999909  |         0.000000
       xC  |            f(xC)
20.000000  |  13987961.000000
 8.000000  |     84149.000000
-4.000000  |     78425.000000
 2.000000  |    115601.000000
 0.000000  |       901.000000
 0.000000  |       901.000000
-0.750000  |       287.828125
